id,position,is_classified,status,detail,points,is_eligible_for_points,grid,time,fastest_lap_rank,laps_completed,round_entry_id,session_id
18030,20,f,11,Electrical,0,t,7,,,0,16634,1868
18031,21,f,10,Collision,0,t,11,,,0,16635,1868
18032,22,f,10,Collision,0,t,13,,,0,16636,1868
18033,1,t,0,Finished,10,t,2,01:36:38.494,,56,16637,1870
18034,2,t,0,Finished,6,t,1,01:36:39.534,,56,16638,1870
18035,3,t,0,Finished,4,t,4,01:36:48.237,,56,16639,1870
18036,4,t,0,Finished,3,t,5,01:36:56.032,,56,16640,1870
18037,5,t,0,Finished,2,t,6,01:37:10.79,,56,16641,1870
18038,6,t,0,Finished,1,t,14,01:37:13.378,,56,16642,1870
18039,7,t,0,Finished,0,t,15,01:37:32.902,,56,16643,1870
18040,8,t,0,Finished,0,t,7,01:37:39.428,,56,16644,1870
18041,9,t,1,+1 Lap,0,t,19,,,55,16645,1870
18042,10,t,1,+1 Lap,0,t,16,,,55,16646,1870
18043,11,t,1,+4 Laps,0,t,11,,,52,16647,1870
18044,12,f,11,Hydraulics,0,t,10,,,48,16648,1870
18045,13,f,10,Spun off,0,t,17,,,44,16649,1870
18046,14,f,11,Engine,0,t,20,,,30,16650,1870
18047,15,f,10,Spun off,0,t,21,,,15,16651,1870
18048,16,f,11,Fuel pressure,0,t,3,,,14,16652,1870
18049,17,f,10,Spun off,0,t,8,,,7,16653,1870
18050,18,f,11,Transmission,0,t,22,,,7,16654,1870
18051,19,f,11,Engine,0,t,13,,,6,16655,1870
18052,20,f,11,Engine,0,t,12,,,5,16656,1870
18053,21,f,10,Collision,0,t,9,,,0,16657,1870
18054,22,f,30,Engine,0,t,18,,,0,16658,1870
18055,1,t,0,Finished,10,t,2,01:31:18.785,,53,16659,1872
18056,2,t,0,Finished,6,t,1,01:31:23.8,,53,16660,1872
18057,3,t,0,Finished,4,t,5,01:32:54.473,,53,16661,1872
18058,4,t,0,Finished,3,t,4,01:32:57.42,,53,16662,1872
18059,5,t,0,Finished,2,t,9,01:32:58.279,,53,16663,1872
18060,6,t,1,+1 Lap,1,t,10,,,52,16664,1872
18061,7,t,1,+1 Lap,0,t,8,,,52,16665,1872
18062,8,t,1,+1 Lap,0,t,13,,,52,16666,1872
18063,9,t,1,+1 Lap,0,t,11,,,52,16667,1872
18064,10,t,1,+1 Lap,0,t,15,,,52,16668,1872
18065,11,t,1,+1 Lap,0,t,17,,,52,16669,1872
18066,12,t,1,+1 Lap,0,t,18,,,52,16670,1872
18067,13,t,1,+2 Laps,0,t,21,,,51,16671,1872
18068,14,t,11,Engine,0,t,14,,,47,16672,1872
18069,15,f,11,Gearbox,0,t,19,,,43,16673,1872
18070,16,f,11,Engine,0,t,22,,,43,16674,1872
18071,17,f,11,Hydraulics,0,t,3,,,39,16675,1872
18072,18,f,11,Gearbox,0,t,20,,,31,16676,1872
18073,19,f,11,Physical,0,t,12,,,21,16677,1872
18074,20,f,11,Alternator,0,t,6,,,19,16678,1872
18075,21,f,11,Engine,0,t,7,,,3,16679,1872
18076,22,f,11,Electrical,0,t,8,,,0,16680,1872
18077,1,t,0,Finished,10,t,3,01:34:01.987,,58,16681,1874
18078,3,,,,,t,,,,,16681,1875
18079,2,t,0,Finished,6,t,4,01:34:13.402,,58,16682,1874
18080,4,,,,,t,,,,,16682,1875
18081,3,t,0,Finished,4,t,11,01:34:21.996,,58,16683,1874
18082,11,,,,,t,,,,,16683,1875
18083,4,t,0,Finished,3,t,8,01:34:46.434,,58,16684,1874
18084,8,,,,,t,,,,,16684,1875
18085,5,t,0,Finished,2,t,9,01:34:47.152,,58,16685,1874
18086,9,,,,,t,,,,,16685,1875
18087,6,t,0,Finished,1,t,16,01:34:48.455,,58,16686,1874
18088,16,,,,,t,,,,,16686,1875
18089,7,t,0,Finished,0,t,14,01:34:48.902,,58,16687,1874
18090,14,,,,,t,,,,,16687,1875
18091,8,t,1,+1 Lap,0,t,18,,,57,16688,1874
18092,18,,,,,t,,,,,16688,1875
18093,9,t,1,+2 Laps,0,t,15,,,56,16689,1874
18094,15,,,,,t,,,,,16689,1875
18095,10,f,20,Disqualified,0,t,10,,,58,16690,1874
18096,10,,,,,t,,,,,16690,1875
18099,12,f,11,Transmission,0,t,19,,,41,16692,1874
18100,19,,,,,t,,,,,16692,1875
18101,13,f,11,Gearbox,0,t,22,,,40,16693,1874
18102,22,,,,,t,,,,,16693,1875
18103,14,f,11,Hydraulics,0,t,5,,,39,16694,1874
18104,5,,,,,t,,,,,16694,1875
18105,15,f,11,Engine,0,t,6,,,35,16695,1874
18106,6,,,,,t,,,,,16695,1875
18107,16,f,11,Hydraulics,0,t,17,,,27,16696,1874
18108,17,,,,,t,,,,,16696,1875
18109,17,f,11,Engine,0,t,1,,,18,16697,1874
18110,1,,,,,t,,,,,16697,1875
18111,18,f,11,Suspension,0,t,13,,,16,16698,1874
18112,13,,,,,t,,,,,16698,1875
18113,19,f,11,Engine,0,t,2,,,11,16699,1874
18114,2,,,,,t,,,,,16699,1875
18115,20,f,11,Suspension,0,t,12,,,6,16700,1874
18116,12,,,,,t,,,,,16700,1875
18117,21,f,10,Spun off,0,t,7,,,6,16701,1874
18118,7,,,,,t,,,,,16701,1875
18119,22,f,11,Clutch,0,t,20,,,1,16702,1874
18120,20,,,,,t,,,,,16702,1875
18121,1,t,0,Finished,10,t,3,01:31:35.271,,71,16703,1876
18122,2,t,0,Finished,6,t,5,01:32:15.169,,71,16704,1876
18123,3,t,0,Finished,4,t,7,01:32:17.539,,71,16705,1876
18124,4,t,0,Finished,3,t,12,01:32:48.051,,71,16706,1876
18125,5,t,1,+1 Lap,2,t,11,,,70,16707,1876
18126,6,t,1,+1 Lap,1,t,9,,,70,16708,1876
18127,7,t,1,+1 Lap,0,t,14,,,70,16709,1876
18128,8,t,1,+1 Lap,0,t,16,,,70,16710,1876
18129,9,t,1,+2 Laps,0,t,8,,,69,16711,1876
18130,10,t,1,+2 Laps,0,t,20,,,69,16712,1876
18131,11,f,20,Disqualified,0,t,2,,,71,16713,1876
18132,12,f,11,Gearbox,0,t,17,,,51,16714,1876
18133,13,f,11,Engine,0,t,18,,,31,16715,1876
18134,14,f,11,Oil pressure,0,t,1,,,30,16716,1876
18135,15,f,11,Hydraulics,0,t,4,,,27,16717,1876
18136,16,f,10,Spun off,0,t,6,,,20,16718,1876
18137,17,f,11,Gearbox,0,t,10,,,16,16719,1876
18138,18,f,11,Electrical,0,t,15,,,11,16720,1876
18139,19,f,11,Engine,0,t,19,,,9,16721,1876
18140,20,f,11,Engine,0,t,13,,,6,16722,1876
18141,21,f,30,Safety concerns,0,t,0,,,0,16723,1876
18142,22,f,30,Safety concerns,0,t,0,,,0,16724,1876
18143,1,t,0,Finished,10,t,2,01:31:39.776,,62,16725,1878
18144,2,,,,,t,,,,,16725,1879
18145,2,t,0,Finished,6,t,1,01:31:40.944,,62,16726,1878
18146,1,,,,,t,,,,,16726,1879
18147,3,t,0,Finished,4,t,3,01:32:30.784,,62,16727,1878
18148,3,,,,,t,,,,,16727,1879
18149,4,t,0,Finished,3,t,4,01:33:09.052,,62,16728,1878
18150,4,,,,,t,,,,,16728,1879
18151,5,t,1,+1 Lap,2,t,9,,,61,16729,1878
18152,9,,,,,t,,,,,16729,1879
18153,6,t,1,+1 Lap,1,t,12,,,61,16730,1878
18154,12,,,,,t,,,,,16730,1879
18155,7,t,1,+1 Lap,0,t,7,,,61,16731,1878
18156,7,,,,,t,,,,,16731,1879
18157,8,t,1,+1 Lap,0,t,10,,,61,16732,1878
18158,10,,,,,t,,,,,16732,1879
18159,9,t,1,+1 Lap,0,t,11,,,61,16733,1878
18160,11,,,,,t,,,,,16733,1879
18161,10,t,1,+1 Lap,0,t,17,,,61,16734,1878
18162,17,,,,,t,,,,,16734,1879
18163,11,t,1,+1 Lap,0,t,19,,,61,16735,1878
18164,19,,,,,t,,,,,16735,1879
18165,12,t,1,+1 Lap,0,t,14,,,61,16736,1878
18166,14,,,,,t,,,,,16736,1879
18167,13,t,1,+2 Laps,0,t,20,,,60,16737,1878
18168,20,,,,,t,,,,,16737,1879
18169,14,t,1,+3 Laps,0,t,16,,,59,16738,1878
18170,16,,,,,t,,,,,16738,1879
18171,15,t,11,Gearbox,0,t,8,,,58,16739,1878
18172,8,,,,,t,,,,,16739,1879
18173,16,f,10,Spun off,0,t,13,,,49,16740,1878
18174,13,,,,,t,,,,,16740,1879
18175,17,f,11,Fuel system,0,t,5,,,45,16741,1878
18176,5,,,,,t,,,,,16741,1879
18177,18,f,11,Hydraulics,0,t,15,,,25,16742,1878
18178,15,,,,,t,,,,,16742,1879
18179,19,f,11,Hydraulics,0,t,22,,,22,16743,1878
18180,22,,,,,t,,,,,16743,1879
18181,20,f,11,Engine,0,t,18,,,5,16744,1878
18182,18,,,,,t,,,,,16744,1879
18183,21,f,10,Spun off,0,t,21,,,5,16745,1878
18184,21,,,,,t,,,,,16745,1879
18185,22,f,11,Gearbox,0,t,6,,,4,16746,1878
18186,6,,,,,t,,,,,16746,1879
18187,1,t,0,Finished,10,t,4,01:28:50.108,,60,16747,1880
18188,4,,,,,t,,,,,16747,1881
18189,2,t,0,Finished,6,t,3,01:28:51.585,,60,16748,1880
18190,3,,,,,t,,,,,16748,1881
18191,3,t,0,Finished,4,t,5,01:29:10.025,,60,16749,1880
18192,5,,,,,t,,,,,16749,1881
18193,4,t,0,Finished,3,t,7,01:29:31.42,,60,16750,1880
18194,7,,,,,t,,,,,16750,1881
18195,5,t,0,Finished,2,t,6,01:29:47.867,,60,16751,1880
18196,6,,,,,t,,,,,16751,1881
18197,6,t,0,Finished,1,t,11,01:30:09.381,,60,16752,1880
18198,11,,,,,t,,,,,16752,1881
18199,7,t,1,+1 Lap,0,t,12,,,59,16753,1880
18200,12,,,,,t,,,,,16753,1881
18201,8,t,1,+1 Lap,0,t,18,,,59,16754,1880
18202,18,,,,,t,,,,,16754,1881
18203,9,t,1,+1 Lap,0,t,20,,,59,16755,1880
18204,20,,,,,t,,,,,16755,1881
18205,10,t,1,+1 Lap,0,t,15,,,59,16756,1880
18206,15,,,,,t,,,,,16756,1881
18207,11,t,1,+1 Lap,0,t,13,,,59,16757,1880
18208,13,,,,,t,,,,,16757,1881
18209,12,t,1,+1 Lap,0,t,14,,,59,16758,1880
18210,14,,,,,t,,,,,16758,1881
18211,13,t,1,+1 Lap,0,t,9,,,59,16759,1880
18212,9,,,,,t,,,,,16759,1881
18213,14,t,1,+1 Lap,0,t,21,,,59,16760,1880
18214,21,,,,,t,,,,,16760,1881
18215,15,t,1,+1 Lap,0,t,22,,,59,16761,1880
18216,22,,,,,t,,,,,16761,1881
18217,16,t,1,+4 Laps,0,t,10,,,56,16762,1880
18218,10,,,,,t,,,,,16762,1881
18219,17,t,1,+6 Laps,0,t,2,,,54,16763,1880
18220,2,,,,,t,,,,,16763,1881
18221,18,f,11,Engine,0,t,17,,,51,16764,1880
18222,17,,,,,t,,,,,16764,1881
18223,19,f,10,Spun off,0,t,16,,,36,16765,1880
18224,16,,,,,t,,,,,16765,1881
18225,20,f,11,Hydraulics,0,t,1,,,35,16766,1880
18226,1,,,,,t,,,,,16766,1881
18227,21,f,11,Electrical,0,t,19,,,26,16767,1880
18228,19,,,,,t,,,,,16767,1881
18229,22,f,11,Electrical,0,t,8,,,20,16768,1880
18230,8,,,,,t,,,,,16768,1881
18231,1,t,0,Finished,10,t,2,01:33:55.39,,65,16769,1882
18232,2,t,0,Finished,6,t,4,01:34:11.456,,65,16770,1882
18233,3,t,0,Finished,4,t,3,01:34:24.502,,65,16771,1882
18234,4,t,0,Finished,3,t,5,01:34:32.701,,65,16772,1882
18235,5,t,0,Finished,2,t,1,01:34:43.373,,65,16773,1882
18236,6,t,0,Finished,1,t,8,01:35:17.315,,65,16774,1882
18237,7,t,1,+1 Lap,0,t,12,,,64,16775,1882
18238,8,t,1,+1 Lap,0,t,16,,,64,16776,1882
18239,9,t,1,+1 Lap,0,t,13,,,64,16777,1882
18240,10,t,1,+1 Lap,0,t,18,,,64,16778,1882
18241,11,t,1,+1 Lap,0,t,9,,,64,16779,1882
18242,12,t,1,+1 Lap,0,t,7,,,64,16780,1882
18243,13,t,1,+1 Lap,0,t,14,,,64,16781,1882
18244,14,t,1,+2 Laps,0,t,20,,,63,16782,1882
18245,15,t,1,+2 Laps,0,t,21,,,63,16783,1882
18246,16,t,1,+3 Laps,0,t,19,,,62,16784,1882
18247,17,t,11,Engine,0,t,10,,,61,16785,1882
18248,18,f,11,Gearbox,0,t,11,,,25,16786,1882
18249,19,f,11,Hydraulics,0,t,6,,,21,16787,1882
18250,20,f,10,Collision,0,t,17,,,1,16788,1882
18251,21,f,10,Collision,0,t,22,,,1,16789,1882
18252,22,f,10,Spun off,0,t,15,,,0,16790,1882
18253,1,t,0,Finished,10,t,2,01:42:00.307,,67,16791,1884
18254,2,t,0,Finished,6,t,3,01:42:14.129,,67,16792,1884
18255,3,t,1,+1 Lap,4,t,1,,,66,16793,1884
18256,4,t,1,+1 Lap,3,t,4,,,66,16794,1884
18257,5,t,1,+1 Lap,2,t,7,,,66,16795,1884
18258,6,t,1,+1 Lap,1,t,12,,,66,16796,1884
18259,7,t,1,+2 Laps,0,t,15,,,65,16797,1884
18260,8,t,1,+2 Laps,0,t,21,,,65,16798,1884
18261,9,t,1,+2 Laps,0,t,17,,,65,16799,1884
18262,10,t,11,Electrical,0,t,11,,,62,16800,1884
18263,11,t,10,Collision,0,t,16,,,61,16801,1884
18264,12,t,10,Collision,0,t,14,,,61,16802,1884
18265,13,f,10,Spun off,0,t,18,,,51,16803,1884
18266,14,f,11,Throttle,0,t,20,,,47,16804,1884
18267,15,f,11,Engine,0,t,9,,,46,16805,1884
18268,16,f,10,Collision,0,t,8,,,29,16806,1884
18269,17,f,10,Spun off,0,t,13,,,29,16807,1884
18270,18,f,10,Collision,0,t,5,,,29,16808,1884
18271,19,f,11,Halfshaft,0,t,19,,,27,16809,1884
18272,20,f,11,Engine,0,t,10,,,2,16810,1884
18273,21,f,10,Collision,0,t,6,,,0,16811,1884
18274,1,t,0,Finished,10,t,3,01:49:28.213,,78,16812,1886
18275,2,t,0,Finished,6,t,6,01:49:44.102,,78,16813,1886
18276,3,t,0,Finished,4,t,8,01:49:46.735,,78,16814,1886
18277,4,t,0,Finished,3,t,10,01:50:34.137,,78,16815,1886
18278,5,t,0,Finished,2,t,13,01:50:48.988,,78,16816,1886
18279,6,t,1,+1 Lap,1,t,5,,,77,16817,1886
18280,7,t,1,+1 Lap,0,t,17,,,77,16818,1886
18281,8,t,1,+1 Lap,0,t,18,,,77,16819,1886
18282,9,t,1,+2 Laps,0,t,11,,,76,16820,1886
18283,10,t,10,Spun off,0,t,4,,,70,16821,1886
18284,11,f,10,Spun off,0,t,15,,,60,16822,1886
18285,12,f,11,Suspension,0,t,1,,,55,16823,1886
18286,13,f,10,Spun off,0,t,20,,,48,16824,1886
18287,14,f,10,Spun off,0,t,9,,,37,16825,1886
18288,15,f,11,Gearbox,0,t,2,,,36,16826,1886
18289,16,f,10,Spun off,0,t,19,,,30,16827,1886
18290,17,f,11,Transmission,0,t,7,,,29,16828,1886
18291,18,f,10,Spun off,0,t,22,,,22,16829,1886
18292,19,f,11,Gearbox,0,t,21,,,21,16830,1886
18293,20,f,10,Spun off,0,t,12,,,18,16831,1886
18294,21,f,11,Engine,0,t,14,,,16,16832,1886
18295,22,f,30,Not restarted,0,t,16,,,0,16833,1886
18296,1,t,0,Finished,10,t,1,01:41:12.313,,69,16834,1888
18297,2,t,0,Finished,6,t,3,01:41:12.487,,69,16835,1888
18298,3,t,0,Finished,4,t,10,01:41:27.678,,69,16836,1888
18299,4,t,0,Finished,3,t,4,01:41:30.874,,69,16837,1888
18300,5,t,0,Finished,2,t,13,01:42:04.521,,69,16838,1888
18301,6,t,0,Finished,1,t,7,01:42:14,,69,16839,1888
18302,7,t,0,Finished,0,t,2,01:42:14.529,,69,16840,1888
18303,8,t,0,Finished,0,t,8,01:42:22.768,,69,16841,1888
18304,9,t,0,Finished,0,t,14,01:42:32.212,,69,16842,1888
18305,10,t,0,Finished,0,t,19,01:43:06.857,,69,16843,1888
18306,11,t,1,+1 Lap,0,t,18,,,68,16844,1888
18307,12,t,1,+1 Lap,0,t,22,,,68,16845,1888
18308,13,t,1,+3 Laps,0,t,16,,,66,16846,1888
18309,14,t,10,Collision,0,t,12,,,64,16847,1888
18310,15,t,10,Collision,0,t,6,,,64,16848,1888
18311,16,t,10,Spun off,0,t,20,,,64,16849,1888
18312,17,f,10,Collision,0,t,9,,,48,16850,1888
18313,18,f,11,Electrical,0,t,15,,,42,16851,1888
18314,19,f,11,Electrical,0,t,17,,,38,16852,1888
18315,20,f,11,Engine,0,t,21,,,34,16853,1888
18316,21,f,11,Brakes,0,t,5,,,32,16854,1888
18317,22,f,11,Gearbox,0,t,11,,,14,16855,1888
18318,1,t,0,Finished,10,t,2,01:38:05.538,,72,16856,1890
18319,2,t,0,Finished,6,t,4,01:38:20.286,,72,16857,1890
18320,3,t,0,Finished,4,t,3,01:38:37.947,,72,16858,1890
18321,4,t,0,Finished,3,t,7,01:39:06.86,,72,16859,1890
18322,5,t,0,Finished,2,t,5,01:39:09.519,,72,16860,1890
18323,6,t,0,Finished,1,t,9,01:39:21.143,,72,16861,1890
18324,7,t,1,+1 Lap,0,t,8,,,71,16862,1890
18325,8,t,1,+1 Lap,0,t,10,,,71,16863,1890
18326,9,t,1,+1 Lap,0,t,14,,,71,16864,1890
18327,10,t,1,+1 Lap,0,t,12,,,71,16865,1890
18328,11,t,1,+1 Lap,0,t,15,,,71,16866,1890
18329,12,t,1,+1 Lap,0,t,16,,,71,16867,1890
18330,13,t,1,+2 Laps,0,t,6,,,70,16868,1890
18331,14,t,1,+2 Laps,0,t,18,,,70,16869,1890
18332,15,t,1,+2 Laps,0,t,21,,,70,16870,1890
18333,16,f,11,Engine,0,t,1,,,58,16871,1890
18334,17,f,11,Transmission,0,t,13,,,45,16872,1890
18335,18,f,10,Spun off,0,t,17,,,34,16873,1890
18336,19,f,10,Spun off,0,t,22,,,31,16874,1890
18337,20,f,11,Transmission,0,t,20,,,25,16875,1890
18338,21,f,11,Gearbox,0,t,11,,,20,16876,1890
18339,22,f,10,Spun off,0,t,19,,,16,16877,1890
18340,1,t,0,Finished,10,t,1,01:28:15.818,,71,16878,1892
18341,2,t,0,Finished,6,t,2,01:28:28.353,,71,16879,1892
18342,3,t,0,Finished,4,t,3,01:28:46.613,,71,16880,1892
18343,4,t,1,+1 Lap,3,t,7,,,70,16881,1892
18344,5,t,1,+1 Lap,2,t,18,,,70,16882,1892
18345,6,t,1,+1 Lap,1,t,9,,,70,16883,1892
18346,7,t,1,+1 Lap,0,t,16,,,70,16884,1892
18347,8,t,1,+1 Lap,0,t,20,,,70,16885,1892
18348,9,t,1,+1 Lap,0,t,11,,,70,16886,1892
18349,10,t,1,+1 Lap,0,t,14,,,70,16887,1892
18350,11,t,1,+2 Laps,0,t,21,,,69,16888,1892
18351,12,t,1,+3 Laps,0,t,22,,,68,16889,1892
18352,13,f,11,Engine,0,t,6,,,58,16890,1892
18353,14,f,11,Brakes,0,t,19,,,52,16891,1892
18354,15,f,10,Collision,0,t,13,,,41,16892,1892
18355,16,f,10,Collision,0,t,17,,,41,16893,1892
18356,17,f,11,Gearbox,0,t,12,,,32,16894,1892
18357,18,f,11,Engine,0,t,10,,,14,16895,1892
18358,19,f,11,Oil leak,0,t,15,,,4,16896,1892
18359,20,f,10,Collision,0,t,4,,,0,16897,1892
18360,21,f,10,Collision,0,t,5,,,0,16898,1892
18361,22,f,10,Collision,0,t,8,,,0,16899,1892
18362,1,t,0,Finished,10,t,18,01:25:34.418,,45,16900,1894
18363,2,t,0,Finished,6,t,4,01:25:41.87,,45,16901,1894
18364,3,t,0,Finished,4,t,1,01:25:55.586,,45,16902,1894
18365,4,t,0,Finished,3,t,16,01:25:57.103,,45,16903,1894
18366,5,t,0,Finished,2,t,15,01:26:01.53,,45,16904,1894
18367,6,t,0,Finished,1,t,5,01:26:03.498,,45,16905,1894
18368,7,t,0,Finished,0,t,14,01:26:05.316,,45,16906,1894
18369,8,t,0,Finished,0,t,9,01:26:21.955,,45,16907,1894
18370,9,t,0,Finished,0,t,6,01:26:25.319,,45,16908,1894
18371,10,t,0,Finished,0,t,10,01:26:54.082,,45,16909,1894
18372,11,t,0,Finished,0,t,21,01:27:03.922,,45,16910,1894
18373,12,t,11,Alternator,0,t,13,,,40,16911,1894
18374,13,f,11,Gearbox,0,t,17,,,39,16912,1894
18375,14,f,10,Spun off,0,t,11,,,39,16913,1894
18376,15,f,10,Spun off,0,t,12,,,37,16914,1894
18377,16,f,11,Engine,0,t,22,,,33,16915,1894
18378,17,f,11,Electrical,0,t,7,,,31,16916,1894
18379,18,f,10,Collision,0,t,19,,,29,16917,1894
18380,19,f,10,Collision,0,t,20,,,29,16918,1894
18381,20,f,11,Gearbox,0,t,8,,,12,16919,1894
18382,21,f,10,Collision,0,t,2,,,0,16920,1894
18383,22,f,10,Collision,0,t,3,,,0,16921,1894
18384,1,t,0,Finished,10,t,3,01:45:33.869,,77,16922,1896
18385,2,t,0,Finished,6,t,1,01:45:41.786,,77,16923,1896
18386,3,t,0,Finished,4,t,2,01:45:42.324,,77,16924,1896
18387,4,t,0,Finished,3,t,5,01:46:18.026,,77,16925,1896
18388,5,t,0,Finished,2,t,4,01:46:24.306,,77,16926,1896
18389,6,t,0,Finished,1,t,6,01:46:41.968,,77,16927,1896
18390,7,t,1,+1 Lap,0,t,12,,,76,16928,1896
18391,8,t,1,+1 Lap,0,t,10,,,76,16929,1896
18392,9,t,1,+1 Lap,0,t,8,,,76,16930,1896
18393,10,t,1,+1 Lap,0,t,9,,,76,16931,1896
18394,11,t,1,+1 Lap,0,t,11,,,76,16932,1896
18395,12,t,1,+2 Laps,0,t,16,,,75,16933,1896
18396,13,t,1,+2 Laps,0,t,20,,,75,16934,1896
18397,14,t,1,+2 Laps,0,t,18,,,75,16935,1896
18398,15,t,1,+3 Laps,0,t,21,,,74,16936,1896
18399,16,t,1,+4 Laps,0,t,15,,,73,16937,1896
18400,17,f,11,Engine,0,t,22,,,68,16938,1896
18401,18,f,11,Gearbox,0,t,17,,,67,16939,1896
18402,19,f,11,Transmission,0,t,13,,,62,16940,1896
18403,20,f,11,Brakes,0,t,7,,,31,16941,1896
18404,21,f,11,Electrical,0,t,19,,,22,16942,1896
18405,22,f,11,Suspension,0,t,14,,,11,16943,1896
18406,1,t,0,Finished,10,t,1,01:28:14.494,,44,16944,1898
18407,2,t,0,Finished,6,t,4,01:28:15.598,,44,16945,1898
18408,3,t,0,Finished,4,t,6,01:28:52.59,,44,16946,1898
18409,4,t,0,Finished,3,t,5,01:28:57.775,,44,16947,1898
18410,5,t,0,Finished,2,t,3,01:29:04.408,,44,16948,1898
18411,6,t,0,Finished,1,t,8,01:29:10.478,,44,16949,1898
18412,7,t,0,Finished,0,t,7,01:29:26.874,,44,16950,1898
18413,8,t,0,Finished,0,t,9,01:29:42.302,,44,16951,1898
18414,9,t,0,Finished,0,t,18,01:29:43.164,,44,16952,1898
18415,10,t,0,Finished,0,t,12,01:29:46.049,,44,16953,1898
18416,11,t,0,Finished,0,t,15,01:29:48.617,,44,16954,1898
18417,12,t,1,+1 Lap,0,t,13,,,43,16955,1898
18418,13,t,1,+1 Lap,0,t,19,,,43,16956,1898
18419,14,t,1,+1 Lap,0,t,21,,,43,16957,1898
18420,15,t,1,+1 Lap,0,t,20,,,43,16958,1898
18421,16,t,1,+2 Laps,0,t,16,,,42,16959,1898
18422,17,t,1,+2 Laps,0,t,22,,,42,16960,1898
18423,18,f,11,Fuel pressure,0,t,10,,,32,16961,1898
18424,19,f,11,Fuel pressure,0,t,17,,,32,16962,1898
18425,20,f,11,Engine,0,t,14,,,12,16963,1898
18426,21,f,11,Electrical,0,t,11,,,8,16964,1898
18427,22,f,10,Collision,0,t,2,,,4,16965,1898
18428,1,t,0,Finished,10,t,1,01:27:31.638,,53,16966,1900
18429,2,t,0,Finished,6,t,3,01:27:35.448,,53,16967,1900
18430,3,t,0,Finished,4,t,7,01:28:24.07,,53,16968,1900
18431,4,t,0,Finished,3,t,11,01:28:31.576,,53,16969,1900
18432,5,t,0,Finished,2,t,13,01:28:39.064,,53,16970,1900
18433,6,t,0,Finished,1,t,17,01:28:40.931,,53,16971,1900
18434,7,t,1,+1 Lap,0,t,15,,,52,16972,1900
18435,8,t,1,+1 Lap,0,t,16,,,52,16973,1900
18436,9,t,1,+1 Lap,0,t,21,,,52,16974,1900
18437,10,t,1,+1 Lap,0,t,22,,,52,16975,1900
18438,11,t,1,+1 Lap,0,t,9,,,52,16976,1900
18439,12,t,1,+2 Laps,0,t,19,,,51,16977,1900
18440,13,f,10,Spun off,0,t,20,,,15,16978,1900
18441,14,f,11,Electrical,0,t,4,,,14,16979,1900
18442,15,f,10,Spun off,0,t,12,,,10,16980,1900
18443,16,f,10,Collision,0,t,18,,,1,16981,1900
18444,17,f,10,Collision,0,t,2,,,0,16982,1900
18445,18,f,10,Collision,0,t,5,,,0,16983,1900
18446,19,f,10,Collision,0,t,6,,,0,16984,1900
18447,20,f,10,Collision,0,t,8,,,0,16985,1900
18448,21,f,10,Collision,0,t,10,,,0,16986,1900
18449,22,f,10,Spun off,0,t,14,,,0,16987,1900
18450,1,t,0,Finished,10,t,1,01:36:30.883,,73,16988,1902
18451,2,t,0,Finished,6,t,4,01:36:43.001,,73,16989,1902
18452,3,t,0,Finished,4,t,7,01:36:48.251,,73,16990,1902
18453,4,t,0,Finished,3,t,8,01:36:48.819,,73,16991,1902
18454,5,t,0,Finished,2,t,2,01:36:59.696,,73,16992,1902
18455,6,t,0,Finished,1,t,12,01:37:22.577,,73,16993,1902
18456,7,t,0,Finished,0,t,17,01:37:41.998,,73,16994,1902
18457,8,t,1,+1 Lap,0,t,9,,,72,16995,1902
18458,9,t,1,+1 Lap,0,t,16,,,72,16996,1902
18459,10,t,1,+1 Lap,0,t,11,,,72,16997,1902
18460,11,t,1,+1 Lap,0,t,19,,,72,16998,1902
18461,12,t,1,+1 Lap,0,t,22,,,72,16999,1902
18462,13,f,11,Engine,0,t,20,,,64,17000,1902
18463,14,f,11,Engine,0,t,21,,,59,17001,1902
18464,15,f,11,Engine,0,t,10,,,58,17002,1902
18465,16,f,11,Gearbox,0,t,18,,,45,17003,1902
18466,17,f,11,Engine,0,t,15,,,44,17004,1902
18467,18,f,11,Brakes,0,t,13,,,34,17005,1902
18468,19,f,11,Engine,0,t,3,,,25,17006,1902
18469,20,f,10,Spun off,0,t,14,,,18,17007,1902
18470,21,f,11,Engine,0,t,6,,,14,17008,1902
18471,22,f,10,Collision,0,t,5,,,12,17009,1902
18472,1,t,0,Finished,10,t,1,01:29:53.435,,53,17010,1904
18473,1,,,,,t,,,,,17010,1905
18474,2,t,0,Finished,6,t,2,01:29:55.272,,53,17011,1904
18475,2,,,,,t,,,,,17011,1905
18476,3,t,0,Finished,4,t,3,01:31:03.349,,53,17012,1904
18477,3,,,,,t,,,,,17012,1905
18478,4,t,0,Finished,3,t,4,01:31:12.626,,53,17013,1904
18479,4,,,,,t,,,,,17013,1905
18480,5,t,0,Finished,2,t,5,01:31:19.129,,53,17014,1904
18481,5,,,,,t,,,,,17014,1905
18482,6,t,1,+1 Lap,1,t,9,,,52,17015,1904
18483,9,,,,,t,,,,,17015,1905
18484,7,t,1,+1 Lap,0,t,10,,,52,17016,1904
18485,10,,,,,t,,,,,17016,1905
18486,8,t,1,+1 Lap,0,t,7,,,52,17017,1904
18487,7,,,,,t,,,,,17017,1905
